commit	val_roi	val_brier	status	description
bce70fa	0.444347	0.236866	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.342859	0.236845	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.16 feats=63
bce70fa	0.292467	0.238446	ok	model=lgb calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.438036	0.236896	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.427437	0.236915	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=59
bce70fa	0.424444	0.236856	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=64
bce70fa	0.380517	0.236921	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.429104	0.236889	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=62
bce70fa	0.444059	0.236837	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.444778	0.236842	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.424776	0.236850	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=62
bce70fa	0.427363	0.236829	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=60
bce70fa	0.423291	0.236944	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.448483	0.236845	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=64
bce70fa	0.473044	0.236271	ok	model=lr calibrate=True folds=8 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.448483	0.236845	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.445888	0.236833	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=62
bce70fa	0.303843	0.237975	ok	model=xgb calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.561736	0.237048	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.432617	0.236897	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=8 threshold=0.14 feats=63
bce70fa	0.422807	0.236941	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=16 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.436624	0.236853	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=62
bce70fa	0.445978	0.236848	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=63
bce70fa	0.439872	0.236857	ok	model=lr calibrate=True folds=4 early_cutoff=25 W=15 momentum_W=10 threshold=0.14 feats=62
